lead_time,avg_price_per_room,no_of_special_requests,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
14,76.5,0,9,27,3,1,0,2018,2,1
68,135.0,3,10,8,4,1,2,2018,2,1
9,88.0,1,12,5,4,2,1,2018,2,1
166,110.0,0,11,1,3,3,0,2018,1,0
95,126.9,0,5,7,4,1,0,2018,2,0
162,115.0,0,10,14,3,2,2,2018,1,0
35,128.7,2,4,18,4,1,1,2018,3,1
257,101.5,0,7,1,3,2,0,2017,2,0
256,115.0,1,6,15,3,2,0,2018,2,0
92,90.0,1,1,16,4,1,1,2018,2,1
377,115.0,1,10,14,3,2,0,2018,2,0
6,87.78,0,7,19,4,2,0,2018,1,0
25,155.0,1,5,21,4,1,1,2018,2,1
16,166.0,1,7,30,4,1,1,2018,2,1
95,149.58,0,7,30,4,6,4,2018,3,0
179,114.3,0,8,22,4,0,1,2018,2,0
13,125.0,1,6,26,4,0,2,2018,1,0
145,69.56,0,4,29,4,4,2,2018,1,1
322,52.0,0,12,9,3,2,0,2018,2,1
164,100.0,0,10,2,3,2,0,2017,1,1
273,95.0,0,5,13,3,2,1,2018,2,0
286,117.0,0,9,16,3,2,0,2018,2,0
386,115.0,1,10,23,3,0,2,2018,2,0
1,75.0,2,11,29,3,1,0,2018,2,1
4,154.5,0,12,19,4,1,0,2017,2,1
45,94.5,1,10,22,4,2,0,2017,2,1
29,119.0,2,10,18,4,5,0,2018,2,1
83,90.6,0,9,30,3,1,0,2017,1,1
27,85.0,0,10,16,3,0,2,2018,2,1
84,126.9,0,5,16,4,2,1,2018,2,0
197,86.9,1,8,11,4,1,0,2018,2,0
3,81.0,1,8,10,4,3,1,2017,2,1
58,96.08,0,4,21,4,3,2,2018,2,1
1,111.0,1,8,1,4,0,1,2018,2,1
0,117.04,1,10,9,4,2,0,2017,1,1
57,88.4,1,12,2,4,2,2,2018,2,1
259,140.43,2,12,28,4,4,1,2018,2,1
16,79.75,0,11,20,2,4,2,2018,1,1
8,139.0,1,3,25,4,2,0,2018,2,1
20,175.0,2,8,21,4,1,2,2018,2,1
230,109.65,0,9,18,4,2,2,2018,1,0
92,89.25,2,7,15,4,4,0,2017,2,0
44,125.1,1,8,22,4,2,1,2018,2,1
43,85.0,0,10,13,3,1,0,2017,2,1
48,73.51,0,10,2,4,2,1,2017,2,1
154,100.8,0,8,24,4,2,0,2018,2,0
37,105.0,0,10,13,3,3,0,2018,2,1
50,260.9,0,7,4,4,1,1,2018,2,0
153,72.25,1,10,16,3,2,2,2018,2,1
45,152.1,1,9,15,4,1,0,2018,2,1
37,105.0,0,10,13,3,3,0,2018,2,1
74,88.4,3,12,5,4,4,1,2018,2,1
151,164.05,2,12,26,4,3,1,2018,3,1
66,168.3,0,8,6,4,2,2,2018,3,0
27,111.2,0,9,26,4,1,1,2018,2,0
12,139.0,0,7,24,4,0,1,2018,2,1
160,70.0,0,12,30,3,3,0,2017,2,1
72,108.0,0,9,18,3,1,0,2017,2,1
2,120.0,0,11,16,3,3,0,2018,1,1
102,101.5,0,10,16,3,2,0,2017,2,0
171,114.75,2,8,6,4,2,2,2018,2,0
65,72.25,0,10,8,3,3,0,2017,2,1
8,80.75,2,11,16,4,4,0,2018,1,1
55,104.0,0,4,6,3,1,0,2018,2,1
25,185.0,0,9,18,4,0,1,2018,3,1
295,95.4,1,7,21,4,3,1,2018,2,1
141,99.96,0,5,30,4,4,1,2018,2,0
6,197.0,0,11,7,4,0,1,2018,1,1
247,115.0,0,6,6,3,1,1,2018,2,0
219,76.67,0,9,4,3,2,1,2017,1,1
11,156.0,1,6,16,4,5,2,2018,2,1
19,74.64,0,3,4,4,2,1,2018,2,0
52,132.9,0,7,8,4,2,1,2018,2,0
154,120.7,1,7,7,4,3,2,2018,2,0
2,100.67,2,8,21,4,2,1,2017,2,1
317,120.0,0,9,15,4,2,0,2018,2,0
48,158.4,0,10,15,4,2,2,2018,3,1
59,105.3,0,4,24,4,1,2,2018,2,0
92,49.74,0,7,5,4,3,2,2017,2,0
0,106.2,1,9,13,4,3,0,2018,2,1
185,113.4,2,10,10,4,3,1,2018,2,0
0,84.14,1,4,28,4,3,0,2018,2,1
90,119.85,0,5,12,4,3,1,2018,2,0
51,67.5,0,2,26,4,2,0,2018,2,0
56,78.3,0,3,9,4,2,0,2018,2,1
116,61.0,0,2,28,3,1,2,2018,1,0
126,87.0,1,1,8,4,2,2,2018,2,1
36,112.0,0,10,13,3,3,0,2017,2,1
64,130.0,0,5,17,2,3,0,2018,1,1
44,104.4,1,3,31,4,1,0,2018,1,1
1,95.0,0,4,6,0,2,0,2018,1,1
12,87.63,1,11,18,4,2,2,2018,2,1
301,52.0,0,11,18,4,2,0,2018,2,0
23,93.82,2,4,9,4,1,2,2018,2,1
24,144.5,0,4,28,4,2,0,2018,2,0
317,120.0,0,9,15,3,2,0,2018,2,0
151,71.0,0,1,19,3,2,0,2018,1,1
95,72.25,1,11,27,4,2,0,2017,2,0
386,115.0,1,10,23,3,0,2,2018,2,0
54,190.8,3,10,6,4,2,0,2018,2,1
15,140.0,0,12,27,3,5,1,2018,3,1
13,88.4,2,12,18,4,4,2,2018,2,1
0,105.0,0,11,25,3,2,2,2018,2,0
25,94.33,0,3,10,4,3,0,2018,2,1
187,105.3,0,7,19,4,2,0,2018,2,0
31,103.5,2,10,11,4,2,2,2017,1,1
212,70.0,1,5,20,3,3,2,2018,1,1
112,58.0,1,3,25,3,2,2,2018,2,1
102,48.67,2,1,3,3,1,2,2018,2,1
91,75.0,0,5,11,3,3,0,2018,2,1
4,89.0,0,5,8,4,0,1,2018,2,1
27,80.75,1,5,29,3,2,2,2018,2,1
88,90.68,1,10,29,4,2,2,2018,2,1
68,149.1,0,7,7,4,3,0,2018,3,0
22,95.0,1,11,19,4,3,0,2017,2,1
12,90.0,0,2,17,4,1,0,2018,2,1
12,72.0,0,10,4,3,0,1,2017,1,1
6,85.0,1,3,20,3,0,1,2018,2,1
86,120.0,0,9,24,3,2,0,2017,2,1
247,115.0,1,6,6,3,1,1,2018,2,0
54,62.37,0,7,7,4,8,2,2017,2,1
23,109.0,0,1,2,3,1,2,2018,2,1
207,80.75,0,6,10,3,2,1,2018,2,1
0,109.0,0,6,5,4,0,1,2018,2,1
286,90.0,0,10,16,3,0,1,2018,2,0
35,152.1,1,8,9,4,1,0,2018,2,1
103,94.5,0,7,18,3,1,2,2017,2,0
1,88.0,0,3,30,2,1,0,2018,1,1
101,70.0,0,4,4,3,2,1,2018,1,0
101,80.0,0,4,4,4,2,1,2018,2,0
1,90.0,0,3,11,2,1,0,2018,1,1
108,102.3,2,4,14,4,3,0,2018,2,1
254,91.0,0,9,16,3,2,0,2018,1,1
37,105.0,0,10,13,3,3,0,2018,2,1
141,109.8,1,6,30,4,3,0,2018,2,0
6,77.0,2,12,18,4,1,0,2017,0,1
99,141.75,2,7,18,4,3,1,2018,2,1
21,119.0,0,6,23,4,1,0,2018,2,0
4,67.5,0,1,16,4,1,1,2018,2,1
124,94.5,0,8,8,3,1,2,2017,2,0
80,96.3,1,6,23,4,1,0,2018,2,1
121,105.3,1,7,16,4,1,2,2018,2,1
96,87.55,1,4,8,4,3,2,2018,2,1
26,120.0,0,6,8,3,1,0,2018,2,1
12,97.02,0,5,30,4,2,1,2018,1,0
0,73.07,0,8,24,4,1,0,2018,2,1
130,99.95,0,9,10,3,3,2,2018,2,1
1,116.0,1,4,8,4,2,2,2018,2,1
53,61.5,1,2,27,3,4,2,2018,2,1
63,103.61,1,10,24,4,4,1,2018,2,1
4,87.0,0,1,2,3,1,2,2018,1,1
220,95.62,0,8,11,4,1,0,2018,2,0
112,100.0,0,6,2,3,2,0,2018,2,1
35,109.0,1,10,28,4,2,0,2018,2,0
183,98.1,0,10,11,4,1,0,2018,1,0
377,115.0,1,10,14,3,2,0,2018,2,0
22,105.0,2,9,1,4,5,1,2017,2,1
79,119.07,0,10,12,4,2,0,2018,2,0
40,70.0,0,10,5,3,1,1,2017,2,1
30,150.3,0,3,31,4,3,0,2018,3,0
55,104.0,0,4,6,3,1,0,2018,2,1
115,75.0,0,5,28,3,1,2,2018,2,1
0,74.69,1,12,28,4,0,1,2017,2,1
64,82.67,3,9,1,4,5,2,2018,2,1
6,65.0,0,6,8,2,1,0,2018,1,1
66,75.0,0,10,9,3,2,1,2017,2,0
190,95.0,0,6,22,3,4,1,2018,1,1
51,116.1,0,4,28,4,3,2,2018,2,0
53,94.5,0,10,9,4,2,1,2017,2,1
71,132.6,0,5,7,4,4,2,2018,2,1
48,168.3,0,8,20,4,2,2,2018,3,1
41,65.0,0,12,27,3,1,0,2018,2,1
71,72.25,0,7,24,3,1,2,2018,2,1
130,125.51,2,6,28,4,5,1,2018,3,1
148,108.16,1,5,29,4,2,2,2018,2,1
210,72.75,0,10,8,3,3,1,2017,2,1
245,75.0,0,6,17,3,2,0,2018,2,0
5,65.0,0,5,10,2,1,0,2018,1,1
96,60.0,0,3,6,3,3,2,2018,2,1
21,58.0,1,12,25,3,3,2,2017,2,1
29,70.91,0,2,5,4,14,6,2018,1,0
18,123.33,1,11,10,4,3,0,2018,2,1
159,70.0,1,4,9,3,1,1,2018,2,1
128,76.5,2,8,8,4,1,1,2017,2,1
86,105.0,0,9,24,3,2,0,2017,2,1
1,108.04,0,10,6,4,1,0,2018,2,1
273,87.0,0,7,17,3,2,0,2017,1,1
152,99.0,2,7,11,4,1,1,2018,2,1
40,60.0,1,11,1,3,3,2,2017,2,1
11,97.0,1,3,12,4,1,0,2018,2,1
119,76.5,2,8,13,4,3,0,2017,2,1
44,96.3,0,6,18,3,1,1,2018,2,1
114,128.7,0,8,27,4,1,0,2018,2,0
90,80.75,0,10,17,3,3,1,2018,2,1
67,116.1,0,5,13,4,2,0,2018,2,0
1,60.0,0,2,28,3,1,2,2018,1,0
296,117.0,1,9,21,3,4,0,2018,2,0
109,80.75,2,4,25,4,4,1,2018,2,1
25,113.31,1,6,26,4,4,2,2018,2,1
145,60.98,0,3,19,4,1,2,2018,2,1
143,85.5,0,8,26,4,1,0,2018,2,1
270,62.8,0,4,20,3,4,0,2018,2,0
46,71.0,0,1,1,4,2,0,2018,2,1
61,81.9,1,11,12,4,3,1,2017,2,1
30,144.0,1,10,5,4,2,0,2018,2,1
20,134.1,1,9,22,4,3,0,2018,2,1
225,96.3,0,8,12,4,2,0,2018,2,0
83,129.5,0,2,28,3,1,2,2018,2,1
14,118.0,1,2,22,3,3,1,2018,3,1
66,75.0,0,10,9,4,2,1,2017,2,0
19,166.0,1,8,10,4,1,0,2018,2,0
92,87.3,0,3,18,4,2,0,2018,2,1
11,156.0,1,6,20,4,1,1,2018,2,0
304,89.0,0,11,3,3,3,0,2018,2,0
386,115.0,1,10,23,3,0,2,2018,2,0
1,60.0,0,2,28,3,1,2,2018,1,0
11,87.4,1,9,13,4,0,1,2017,2,1
167,77.03,0,7,3,4,0,2,2018,2,0
322,80.0,0,5,19,3,3,1,2018,2,0
65,65.66,0,2,27,4,2,2,2018,0,0
78,119.85,2,5,14,4,2,2,2018,2,1
91,52.02,1,4,1,4,2,2,2018,2,1
12,114.0,1,7,19,4,2,0,2018,2,1
29,178.0,2,7,28,4,1,0,2018,2,1
91,118.8,1,7,13,4,4,0,2018,2,1
91,136.35,2,6,15,4,4,0,2018,2,1
78,86.4,2,11,23,4,1,0,2018,1,1
19,48.0,0,9,21,3,1,1,2017,2,0
71,70.13,1,3,17,4,3,1,2018,1,1
101,142.2,0,7,22,4,2,0,2018,3,0
21,114.0,2,5,9,4,3,1,2018,2,1
336,81.88,0,9,21,3,6,2,2018,2,1
39,117.98,1,4,21,4,5,2,2018,2,1
256,64.33,0,9,14,3,2,1,2017,1,1
162,130.05,1,7,6,4,4,0,2018,3,0
230,96.3,1,9,2,4,2,1,2018,2,1
148,88.12,0,6,29,3,3,0,2018,2,1
70,90.0,0,6,3,3,2,0,2018,1,1
190,121.5,1,8,8,4,2,1,2018,2,0
11,90.0,0,6,14,2,3,0,2018,2,0
13,90.0,0,5,9,3,2,1,2018,1,1
98,114.3,2,7,3,4,1,2,2018,2,1
16,88.8,1,3,3,4,3,1,2018,2,1
11,0.0,1,12,11,1,2,0,2017,2,1
10,52.0,1,12,27,3,0,2,2017,2,1
72,135.9,0,8,16,4,3,0,2018,2,0
122,85.0,0,4,15,3,2,0,2018,2,1
15,130.9,1,11,8,4,3,0,2018,1,1
36,152.1,2,7,2,4,1,2,2018,2,1
118,110.0,0,6,6,3,1,1,2018,1,1
195,90.9,2,10,18,4,4,0,2018,1,0
221,115.5,2,9,29,4,3,0,2018,1,0
7,95.0,0,10,30,3,1,0,2017,1,1
349,96.67,0,10,4,3,5,1,2018,1,1
68,135.0,3,10,8,4,1,2,2018,2,1
145,0.0,1,7,5,4,0,0,2018,2,1
213,130.0,0,6,7,4,3,0,2018,2,0
70,186.3,0,4,20,4,1,0,2018,2,0
181,120.0,0,10,11,3,2,0,2018,1,0
322,80.0,0,5,19,3,3,1,2018,2,0
97,104.96,2,7,23,4,1,2,2018,2,1
116,105.3,0,5,5,4,3,0,2018,2,0
53,89.1,2,9,1,4,2,0,2018,2,1
62,135.9,2,8,10,4,2,0,2018,2,1
3,101.68,1,7,4,4,1,1,2018,2,1
0,74.69,0,11,15,4,0,1,2017,1,1
37,83.9,1,3,7,4,2,1,2018,2,1
110,159.3,0,8,12,4,3,2,2018,3,0
273,95.0,0,5,13,3,2,1,2018,2,0
92,103.5,1,6,30,4,3,1,2018,2,1
57,94.5,1,10,22,4,1,0,2017,2,1
84,75.34,0,3,30,3,4,1,2018,2,1
15,86.0,0,2,18,3,3,0,2018,1,1
17,48.0,0,10,16,3,2,0,2017,2,1
106,91.6,2,12,25,4,1,2,2018,2,1
0,109.0,0,8,14,3,2,0,2017,2,1
7,89.0,1,11,3,4,2,0,2017,1,1
25,85.0,1,3,15,4,2,0,2018,1,1
7,79.14,0,11,15,4,7,2,2018,2,0
107,76.5,0,8,12,4,1,0,2017,2,1
1,65.0,1,4,10,2,1,2,2018,1,1
34,76.5,0,10,18,3,0,1,2017,2,1
257,101.5,0,7,1,3,2,0,2017,2,0
1,81.0,0,2,20,4,1,2,2018,2,1
16,118.0,1,2,19,3,2,1,2018,3,1
3,159.0,0,5,19,2,1,0,2018,1,1
25,187.0,1,8,15,4,2,1,2018,3,0
35,76.05,1,3,25,3,2,1,2018,2,1
195,81.81,1,7,10,4,2,2,2018,2,1
37,105.0,0,10,13,3,3,0,2018,2,1
3,54.0,0,1,3,4,4,2,2018,1,1
6,37.33,0,11,22,3,1,2,2017,1,1
140,70.0,0,12,29,3,5,0,2017,2,1
110,114.3,1,7,8,4,2,1,2018,2,1
346,115.0,1,9,13,3,2,0,2018,2,0
270,80.0,0,4,20,3,4,0,2018,2,1
72,82.45,1,3,8,4,4,0,2018,2,0
5,92.4,1,9,20,4,0,2,2017,1,1
26,96.9,1,11,13,4,2,2,2018,2,0
3,84.0,2,4,7,4,2,0,2018,1,1
42,112.59,1,9,19,4,1,1,2018,2,0
185,79.2,0,12,16,4,2,1,2018,2,0
22,139.0,1,8,21,4,1,2,2018,2,1
133,99.66,2,5,29,4,2,2,2018,2,1
229,85.5,0,9,3,4,1,0,2018,2,0
150,90.0,1,6,16,3,3,0,2018,2,1
258,110.0,0,10,16,3,0,1,2018,2,0
41,83.0,0,9,4,3,1,0,2017,1,1
186,121.5,0,8,3,4,2,0,2018,2,0
205,126.9,2,9,5,4,2,1,2018,2,0
5,106.21,2,11,10,4,4,2,2018,2,1
191,132.0,0,6,3,3,2,1,2018,2,0
56,88.4,0,12,26,4,3,1,2018,2,0
35,161.78,1,8,25,4,3,1,2018,3,0
53,74.8,1,11,19,4,2,2,2018,2,1
89,135.9,0,9,2,4,2,0,2018,2,0
1,85.0,0,2,12,3,2,1,2018,2,1
74,101.5,0,9,18,3,2,0,2017,2,1
3,109.73,1,11,4,4,2,0,2018,1,1
276,81.43,0,12,28,4,4,1,2018,2,0
3,81.0,0,2,25,3,3,0,2018,2,1
180,120.0,0,10,10,3,2,1,2018,1,0
1,106.0,2,8,25,4,1,0,2017,2,1
73,63.75,0,8,19,3,2,2,2018,2,1
0,0.0,1,4,7,1,1,0,2018,1,1
180,130.05,1,8,10,4,4,0,2018,3,0
32,54.71,1,11,18,4,2,2,2018,2,1
6,0.0,0,12,10,4,2,0,2017,1,1
100,101.15,1,4,28,4,3,2,2018,2,1
17,92.67,0,12,8,4,3,0,2018,2,1
0,88.0,0,8,11,2,1,0,2017,1,1
41,114.3,0,3,12,4,1,2,2018,3,1
105,75.0,0,10,12,4,3,0,2018,2,0
199,119.0,0,12,28,4,4,2,2018,3,1
53,94.32,0,9,11,4,0,1,2018,1,1
105,138.55,0,7,2,4,2,2,2018,1,0
290,72.0,1,6,17,3,2,1,2018,2,1
97,85.5,0,4,25,4,2,1,2018,2,1
45,82.44,2,11,19,4,1,0,2018,2,1
3,91.0,1,3,8,4,3,0,2018,2,1
6,0.0,1,9,23,4,1,0,2017,1,1
115,114.3,0,7,8,4,2,0,2018,2,0
20,90.65,1,11,13,4,2,2,2018,2,1
116,72.0,0,2,28,3,2,2,2018,2,0
201,86.5,0,7,21,4,1,0,2018,0,0
0,160.0,0,9,27,2,1,0,2018,2,1
49,89.91,0,9,6,4,3,0,2018,2,0
3,147.0,0,4,1,4,2,0,2018,3,0
44,91.8,2,11,1,4,5,0,2018,2,1
116,61.0,0,2,28,3,1,2,2018,1,0
5,105.0,0,11,1,4,2,2,2017,2,1
63,111.6,1,9,1,4,4,2,2018,2,1
4,0.0,1,12,11,1,1,0,2017,2,1
29,99.49,1,4,15,4,7,3,2018,1,0
129,76.3,1,7,4,4,5,2,2018,2,1
1,128.0,1,5,31,4,2,0,2018,2,1
112,72.25,1,7,7,3,3,2,2018,2,1
92,49.07,1,11,26,3,3,0,2017,2,1
18,67.0,0,12,11,2,1,2,2018,1,1
1,129.56,0,9,22,4,1,0,2018,2,1
99,81.0,0,2,19,2,1,0,2018,1,1
16,132.33,3,6,13,4,2,1,2018,2,1
83,105.3,0,3,25,4,2,1,2018,2,0
16,104.0,0,12,6,4,3,0,2018,2,1
22,85.0,0,10,5,3,3,0,2018,2,1
32,73.0,0,11,20,3,2,0,2017,1,1
161,130.0,0,3,25,4,2,1,2018,2,0
298,76.0,0,5,10,3,2,0,2018,1,1
3,113.0,2,6,26,4,0,2,2018,2,1
72,60.0,1,2,12,3,2,0,2018,2,1
118,96.78,1,10,27,4,3,1,2018,3,1
116,72.0,0,2,28,3,1,2,2018,2,0
6,95.0,1,11,25,4,1,0,2018,2,1
13,169.5,2,5,5,4,3,1,2018,3,1
3,87.78,0,10,22,4,1,0,2017,2,1
5,84.0,1,3,28,4,1,1,2018,1,1
269,70.0,0,12,29,3,3,2,2018,1,1
199,63.75,1,11,4,3,2,1,2018,1,1
32,129.15,0,6,27,4,3,1,2018,2,1
5,58.88,1,2,8,4,3,1,2018,2,1
252,106.3,0,10,15,4,1,2,2018,2,0
96,82.45,0,8,11,3,2,0,2018,2,1
1,170.0,1,9,26,4,1,1,2018,2,1
320,115.0,1,8,18,4,2,0,2018,2,0
29,104.73,0,3,4,4,2,1,2018,2,0
51,75.6,1,9,16,3,5,2,2017,2,1
25,158.0,1,9,18,4,0,2,2018,2,1
46,140.4,0,5,16,4,1,1,2018,2,1
55,79.2,2,11,9,4,4,1,2017,2,0
36,99.48,1,11,15,4,4,0,2018,2,0
35,113.4,1,11,18,4,1,0,2017,2,1
128,132.3,0,10,11,4,5,0,2018,2,0
180,70.0,0,10,16,3,1,0,2017,2,0
418,107.0,0,9,26,4,2,1,2018,2,0
33,67.52,0,3,8,3,2,0,2018,2,1
60,75.0,0,3,20,3,2,2,2018,2,0
112,94.5,1,7,17,4,2,2,2018,2,1
256,109.0,0,6,15,3,2,0,2018,2,0
159,112.5,0,8,26,4,1,0,2018,2,0
6,115.0,0,6,8,4,1,0,2018,1,1
206,99.21,1,8,28,4,5,2,2018,2,0
66,75.0,0,10,9,3,2,1,2017,2,0
0,65.0,0,2,16,2,1,0,2018,1,1
128,79.2,0,11,26,4,1,1,2018,2,0
349,123.33,0,10,4,3,5,1,2018,2,0
34,119.0,1,10,26,4,4,0,2018,2,0
59,104.65,0,3,25,4,2,2,2018,2,1
56,93.6,0,12,7,4,3,0,2018,2,0
0,89.0,0,3,21,4,0,1,2018,2,1
40,95.0,0,7,26,3,1,0,2018,1,1
45,76.3,0,2,29,4,2,1,2018,1,1
95,72.0,0,2,5,3,2,1,2018,2,1
30,140.0,0,6,2,3,2,0,2018,2,1
16,69.35,1,3,4,4,2,1,2018,2,1
418,75.0,0,9,26,4,2,1,2018,2,0
4,80.0,0,2,19,2,1,0,2018,2,0
45,93.6,0,11,19,4,1,1,2018,2,0
11,163.63,1,11,8,4,4,0,2018,1,1
8,92.4,3,9,8,4,2,0,2017,2,1
54,102.0,0,12,27,3,1,2,2017,2,1
82,72.25,0,11,21,4,1,0,2017,2,1
37,105.3,2,10,22,4,2,0,2017,2,1
277,80.0,0,9,5,3,5,2,2018,2,0
32,73.0,0,11,20,3,2,0,2017,1,1
4,94.36,1,6,17,4,2,1,2018,2,1
2,159.0,1,9,15,4,1,0,2018,2,1
55,126.9,1,6,18,4,2,2,2018,2,1
27,120.0,0,6,9,3,1,0,2018,2,1
160,137.7,0,7,14,4,3,0,2018,3,0
45,93.6,0,11,19,4,1,1,2018,2,0
57,119.85,0,5,13,4,3,2,2018,2,0
11,306.0,0,9,16,4,2,1,2018,2,0
185,103.5,0,12,16,4,2,1,2018,2,1
5,80.0,0,12,1,2,3,0,2017,1,1
91,146.7,0,7,3,4,5,2,2018,3,1
187,103.5,3,10,7,4,2,1,2018,2,1
19,90.0,0,10,6,3,3,0,2017,2,1
24,117.67,1,9,17,4,3,0,2017,2,1
35,170.0,2,10,12,4,4,0,2018,2,1
8,119.0,0,5,25,4,1,0,2018,2,1
111,168.3,1,9,22,4,2,0,2018,3,0
213,130.0,0,6,7,3,3,0,2018,2,0
3,101.0,2,11,6,4,2,0,2017,1,1
20,85.0,0,9,11,3,1,2,2018,2,1
9,89.89,0,12,3,4,2,2,2018,2,1
76,122.4,1,8,10,4,4,0,2018,2,0
13,100.0,1,9,15,2,1,0,2018,2,1
209,89.2,0,9,6,4,2,2,2017,2,0
19,151.2,0,9,26,4,1,1,2018,2,1
64,130.0,1,5,17,2,2,0,2018,1,1
4,93.56,2,8,12,4,7,2,2017,2,1
194,76.85,1,7,9,4,1,2,2018,2,1
101,81.25,0,7,11,3,2,1,2018,2,1
5,80.0,0,12,19,3,1,2,2017,2,1
176,108.45,1,7,28,4,4,2,2018,2,0
9,129.0,0,5,18,4,1,0,2018,2,1
183,90.95,0,8,27,4,2,2,2018,2,0
322,52.0,0,12,9,3,2,0,2018,2,1
12,67.0,1,12,8,2,2,0,2018,1,1
31,107.1,0,6,20,4,1,1,2018,2,0
43,85.5,0,10,27,3,3,0,2018,2,1
9,104.0,0,6,22,4,2,0,2018,1,1
280,110.0,0,9,19,3,2,1,2018,2,0
176,125.1,0,9,8,3,3,0,2018,2,0
164,115.0,0,10,16,3,0,1,2018,1,0
304,89.0,0,11,3,3,3,0,2018,2,0
30,85.7,0,3,5,4,3,2,2018,2,1
0,137.0,0,6,28,4,1,0,2018,1,1
27,69.0,0,12,9,4,4,1,2017,2,1
74,101.5,0,9,18,3,2,0,2017,2,1
42,71.6,0,2,12,4,2,1,2018,2,1
0,0.0,1,8,26,4,1,0,2017,1,1
69,92.23,1,11,17,4,3,1,2018,2,1
0,91.67,0,12,27,4,1,2,2017,2,1
0,97.32,0,4,23,4,1,0,2018,2,1
80,88.0,1,12,2,4,2,0,2018,2,1
71,120.0,0,6,14,3,3,0,2018,1,1
305,89.0,0,11,4,3,2,1,2018,2,0
1,101.0,1,1,30,4,1,1,2018,2,1
37,105.0,0,10,13,3,3,0,2018,2,1
166,110.0,0,11,1,3,3,0,2018,1,0
265,90.0,0,6,24,3,2,0,2018,1,1
89,168.3,1,9,20,4,3,0,2018,3,1
52,99.88,1,3,31,4,3,1,2018,2,1
11,138.0,0,3,3,4,3,1,2018,2,0
60,126.9,1,5,21,4,1,1,2018,2,1
45,86.4,0,11,19,4,1,1,2018,1,0
10,141.0,3,5,9,4,3,1,2018,2,1
86,65.0,1,5,20,3,2,1,2018,2,1
0,149.0,1,6,28,4,1,0,2018,1,1
5,141.0,1,6,18,4,1,1,2018,2,1
322,80.0,0,5,19,3,3,1,2018,2,0
275,106.2,0,10,1,4,1,2,2018,2,0
99,80.0,0,2,19,2,1,0,2018,1,1
97,61.0,0,12,30,3,4,0,2017,2,1
11,138.5,1,8,2,4,1,0,2018,2,1
86,100.0,0,9,9,2,2,0,2017,2,1
276,95.0,0,9,22,3,3,0,2018,2,0
99,236.52,0,10,21,4,3,2,2018,2,0
1,133.0,2,6,28,4,1,0,2018,1,1
180,70.0,0,10,16,3,1,0,2017,2,0
4,151.0,1,7,14,4,1,0,2018,2,1
53,78.35,1,7,1,4,2,0,2018,2,1
32,89.3,1,2,5,4,2,0,2018,2,1
130,76.5,1,8,1,4,1,2,2017,2,0
3,157.27,1,10,15,4,1,0,2018,3,1
30,96.3,5,10,14,4,3,0,2017,2,1
237,134.73,0,10,13,4,3,1,2018,3,0
192,102.0,0,9,25,3,3,2,2017,2,0
36,134.46,0,9,10,4,1,2,2018,1,0
68,130.9,1,4,1,4,3,2,2018,2,1
280,110.0,0,9,19,3,2,1,2018,2,0
104,76.5,0,4,15,4,2,2,2018,1,0
0,105.4,0,6,20,3,2,1,2018,3,1
59,85.0,0,10,29,3,2,0,2017,2,1
2,110.0,0,10,8,0,2,2,2018,1,1
23,159.0,2,9,15,4,3,0,2018,2,1
37,72.0,0,12,1,3,3,0,2018,2,1
2,136.0,1,6,11,4,1,0,2018,2,1
105,118.8,1,7,15,4,2,1,2018,2,1
3,67.0,1,9,19,2,1,1,2018,1,1
87,79.2,0,12,25,4,0,2,2018,2,1
8,6.0,0,1,28,4,2,0,2018,1,1
159,144.0,0,9,19,3,2,1,2018,2,0
0,123.0,0,10,20,3,1,0,2017,1,1
3,150.8,0,2,27,4,6,4,2018,2,0
84,87.3,1,4,1,4,2,1,2018,2,1
49,112.0,0,11,4,3,2,1,2018,2,1
50,52.0,1,1,14,3,3,0,2018,2,1
44,75.0,0,2,17,3,3,0,2018,2,1
192,95.0,0,6,24,3,2,0,2018,1,1
41,171.2,0,6,28,3,1,0,2018,2,1
256,76.67,0,9,14,3,2,1,2017,2,1
26,88.4,1,12,14,4,4,0,2018,2,1
26,99.2,0,10,26,4,1,0,2018,1,0
89,85.0,0,9,4,3,4,2,2018,1,1
96,85.0,0,8,28,3,1,2,2018,2,1
162,70.0,1,9,17,3,3,0,2017,2,1
18,93.0,0,9,9,4,4,0,2017,2,0
43,68.47,0,3,8,4,5,1,2018,1,0
1,179.0,2,5,27,4,2,0,2018,2,1
67,91.2,1,9,5,4,2,1,2018,2,0
51,99.0,1,9,5,4,0,1,2018,2,1
130,90.0,2,11,25,4,2,0,2018,2,1
5,177.0,0,10,31,4,1,0,2017,2,1
1,121.0,2,11,14,4,0,1,2018,2,1
75,80.0,0,3,17,3,3,1,2018,2,0
109,76.5,1,8,9,4,3,2,2017,2,1
18,155.0,2,11,6,4,0,2,2018,2,1
36,107.1,1,7,1,4,2,0,2018,2,1
72,72.25,1,3,18,4,3,2,2018,2,0
15,111.8,0,2,12,3,2,1,2018,2,1
102,80.0,0,10,16,3,2,0,2017,1,0
96,120.15,1,8,14,4,2,2,2018,2,1
2,109.65,0,10,13,3,1,0,2018,1,1
31,95.0,0,10,9,2,2,2,2018,1,1
